fdc_id,data_type,description
731042,branded_food,MULTI GRAIN LIGHTLY SWEETENED CEREAL
731098,branded_food,"RAISIN, DATE & ALMOND MUESLI CEREAL"
731328,branded_food,CRISP 6 BLENDED CORN & RICE CEREAL
731594,branded_food,SWEETENED NATURALLY & ARTIFICIALLY FLAVORED CORN PUFF CEREAL WITH REAL COCOA CRUNCHIES CEREAL
731600,branded_food,SWEETENED WHOLE WHEAT AND RICE CEREAL WITH CINNAMON
731898,branded_food,"PUMPKIN SPICE CRUNCHY WHEAT & RICE FLAKES WITH NUTMEG, ALLSPICE, GINGER & CINNAMON CLUSTERS CEREAL"
732214,branded_food,"STARRY NIGHT WITH BLUE COATED ALMONDS, PURPLE COATED CEREAL, ROASTED PEANUTS, MILK CHOCOLATE CANDY PIECES & YOGURT-FLAVORED CONFECTIONERY CHIPS INDULGENT SNACK MIX"
732262,branded_food,ESSENTIAL GOODNESS CRISPY TOASTED WHOLE GRAIN OAT CEREAL
732658,branded_food,BRAN FLAKES CEREAL
733048,branded_food,"MILK AND WHITE CHOCOLATE FLAVORED ICE CREAM SURROUND A LAYER OF CHOCOLATE GANACHE, ALL COATED IN DARK CHOCOLATE AND CEREAL CRUNCHIES BARS"
733226,branded_food,LOW FAT GRANOLA CEREAL
733324,branded_food,STRAWBERRY CREAM BITE-SIZED FROSTED SHREDDED WHEAT CEREAL
733436,branded_food,FROSTED SWEETENED FLAKES OF CORN CEREAL
733542,branded_food,SWEETENED WHOLE GRAIN WHEAT & OAT CEREAL FINISHED WITH REAL HONEY & ROASTED GROUND ALMONDS FALCON FLAKES
733568,branded_food,LOW FAT GRANOLA CEREAL WITH RAISINS
733572,branded_food,WHOLE GRAIN WHEAT & BRAN FLAKES CEREAL
733574,branded_food,"RAISIN PECAN CRISP MULTIGRAIN CEREAL WITH RAISINS, DATES & PECANS HARVEST CEREAL"
733680,branded_food,CRISPY TOASTED RICE CEREAL
733972,branded_food,CORN FLAKES CRISPY TOASTED CEREAL
734048,branded_food,WHOLE GRAIN WHEAT & BRAN FLAKES CEREAL
734214,branded_food,"CINNAMON TOASTED CEREAL MADE WITH BEANS, CINNAMON"
734654,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
734710,branded_food,"COCOA PEANUT BUTTER CEREAL, COCOA PEANUT BUTTER"
734900,branded_food,"CRISPY TOASTED RICE CEREAL, CRISPY RICE"
734956,branded_food,"CLUSTERS OF OATS & HONEY CEREAL WITH CRISPY ALMONDS, OATS & HONEY"
734988,branded_food,"CRISPY FLAKES & CRUNCHY TOASTED OATS CEREAL WITH HONEY! WITH ALMONDS, HONEY CRUNCH 'N OATS, ALMONDS"
735042,branded_food,"CEREAL MILK POPCAKES, CEREAL MILK"
735168,branded_food,"TASTEEOS, TOASTED OAT CEREAL, TOASTED OAT"
735276,branded_food,"APPLE LOONS, SWEETENED MULTI-GRAIN APPLE CEREAL, APPLE"
735342,branded_food,"VITALITY CEREAL WITH RED BERRIES CRUNCHY RICE AND WHEAT FLAKES WITH STRAWBERRIES, RED BERRIES"
735746,branded_food,"MILK & CEREAL BREAKFAST BISCUITS, MILK & CEREAL"
735880,branded_food,"CRISPY TOASTED RICE CEREAL, CRISPY RICE"
735924,branded_food,"BERRY FIN-TASTIC WITH MARSHMALLOWS FLAVORED CEREAL, BERRY FIN-TASTIC WITH MARSHMALLOWS"
735928,branded_food,"SWEETENED MULTIGRAIN CEREAL, SWEETENED MULTIGRAIN"
735948,branded_food,"BERRY BUNCH O' KRUNCH SWEETENED CORN AND OAT CEREAL, BERRY BUNCH O' KRUNCH"
735950,branded_food,"SWEETENED WHEAT & RICE CEREAL WITH CINNAMON SQUARES, CINNAMON"
735952,branded_food,TOASTED WHOLE GRAIN OATS CEREAL
735954,branded_food,"BERRY FIN-TASTIC WITH MARSHMALLOWS CEREAL, BERRY FIN-TASTIC WITH MARSHMALLOWS"
735956,branded_food,"HONEY NUT SWEETENED TOASTED OAT CEREAL, HONEY NUT"
735958,branded_food,"FROSTED BITE SIZE SHREDDED WHEAT CEREAL, SHREDDED WHEAT"
735960,branded_food,"SWEETENED MULTIGRAIN CEREAL WITH NATURAL FRUIT, SWEETENED"
735962,branded_food,"SWEETENED TOASTED OAT CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
735964,branded_food,"HONEY PUFFED WHEAT SWEETENED CEREAL, HONEY PUFFED WHEAT"
735966,branded_food,"SUGAR FROSTED FLAKES TOASTED, SWEETENED CORN CEREAL, SUGAR FROSTED FLAKES"
735970,branded_food,"VANILLA ALMOND VITALITY CEREAL, VANILLA ALMOND"
736152,branded_food,"CRUNCHY WHEAT & RICE FLAKES WITH REAL RED STRAWBERRIES CEREAL, RED BERRIES"
736156,branded_food,"HONEY ALMOND ANCIENT GRAINS CEREAL, HONEY ALMOND ANCIENT GRAINS"
736582,branded_food,"PEANUT BUTTER & JELLY PUFFS SWEETENED CORN & OAT CEREAL, PEANUT BUTTER & JELLY PUFFS"
736740,branded_food,"APPLE CINNAMON FRUIT & GRAIN CEREAL BARS, APPLE CINNAMON"
736812,branded_food,"PUMPKIN SPICE WHOLE GRAIN CEREAL, PUMPKIN SPICE"
736892,branded_food,"ORGANIC TOASTED OATS CEREAL, TOASTED OATS"
737132,branded_food,"PUMPKIN FLAVORED CEREAL, PUMPKIN"
737206,branded_food,"BERRY GRANOLA CRUNCH WHOLE OAT CLUSTERS & MULTIGRAIN FLAKES CEREAL WITH DRIED CRANBERRIES, CHERRIES & BLUEBERRIES, CRUNCH, DRIED CRANBERRIES, CHERRIES & BLUEBERRIES"
737222,branded_food,"VANILLA GRANOLA CLUSTERS WHOLE GRAIN ROLLED OAT CLUSTERS CEREAL WITH ALMONDS, VANILLA"
737226,branded_food,"FALL HARVEST WHOLE OAT CLUSTERS & MULTI-GRAIN FLAKES CEREAL WITH DRIED CRANBERRIES, PUMPKIN SEEDS & APPLES"
737242,branded_food,"CRUNCH SWEETENED WHOLE GRAIN CEREAL, CRUNCH"
737250,branded_food,"MAPLE PECAN CRUNCH WHOLE OAT CLUSTERS & CORN FLAKES CEREAL WITH PECANS & MAPLE SYRUP, MAPLE PECAN CRUNCH"
737374,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
737376,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
737384,branded_food,"COTTON CANDY CRUNCH SWEETENED CORN & OAT CEREAL, COTTON CANDY"
737386,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
737390,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
738320,branded_food,"GOLDEN HONEY SWEETENED PUFFED WHEAT CEREAL, GOLDEN HONEY"
738322,branded_food,FROSTED SHREDDED WHEAT SWEETENED WHOLE GRAIN CEREAL
738324,branded_food,"FROSTED FLAKES SWEETENED CORN CEREAL, FROSTED FLAKES"
738348,branded_food,"RED, WHITE & BLUE BERRIES SWEETENED CORN & OAT CEREAL, RED, WHITE & BLUE BERRIES"
738446,branded_food,"HONEY TOASTED OATMEAL FLAKES CEREAL, HONEY TOASTED OATMEAL FLAKES"
738466,branded_food,"TOASTED OATS WHOLE GRAIN OAT CEREAL, TOASTED OATS"
738468,branded_food,"CORN FLAKES TOASTED CORN CEREAL, CORN FLAKES"
738470,branded_food,"HONEY NUT TOASTED OATS SWEETENED TOASTED OAT CEREAL WITH HONEY & ALMONDS, HONEY NUT TOASTED OATS"
738600,branded_food,CRUNCHY OAT CEREAL
738634,branded_food,"SUGAR FROSTED FLAKES TOASTED, SWEETENED CORN CEREAL, SUGAR FROSTED FLAKES"
738640,branded_food,"CINNAMON SQUARES SWEETENED WHEAT & RICE CEREAL WITH CINNAMON, CINNAMON SQUARES"
738796,branded_food,"SAFARI COCOA CRUNCH SWEETENED CORN PUFF CEREAL WITH REAL COCOA, SAFARI COCOA CRUNCH"
738816,branded_food,"FRUIT WHIRLS SWEETENED CEREAL, FRUIT WHIRLS"
738822,branded_food,"STRAWBERRY FRUIT & GRAIN LOW FAT CEREAL BARS, STRAWBERRY"
738880,branded_food,"SUGAR FROSTED FLAKES SWEETENED CORN CEREAL, FROSTED FLAKES"
738882,branded_food,TOASTED CRISP RICE CEREAL
738884,branded_food,"FRUIT WHIRLS SWEETENED MULTI-GRAIN CEREAL, FRUIT WHIRLS"
738886,branded_food,"SWEETENED MULTIGRAIN CEREAL WITH REAL APPLE WHIRLS & CINNAMON, APPLE WHIRLS & CINNAMON"
738888,branded_food,"BERRY BUNCH O'KRUNCH SWEETENED CORN & OAT CEREAL, BERRY BUNCH O'KRUNCH"
738906,branded_food,"MAGIC SHAPES SWEETENED TOASTED OAT CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
739018,branded_food,"BLUEBERRY FROSTED BITE SIZE SHREDDED WHEAT LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, BLUEBERRY"
739184,branded_food,"APPLE BLUEBERRY OVERNIGHT OATS + PROBIOTICS CHILLED CEREAL, APPLE BLUEBERRY"
739186,branded_food,"CRANBERRY MAPLE OVERNIGHT OATS CHILLED CEREAL, CRANBERRY MAPLE"
739310,branded_food,"TOASTED MULTIGRAIN CEREAL WITH HONEY OAT CLUSTERS, OATS & HONEY"
740026,branded_food,"DELICIOUS WHOLE GRAIN BROWN RICE CRISPS CEREAL, CRISPY RICE"
740440,branded_food,"CHOCOLATE FROSTED FLAKES OF CORN WITH MARSH MALLOWS CEREAL, CHOCOLATE"
740600,branded_food,TOASTED RICE CEREAL
741292,branded_food,"MULTIGRAIN WITH FLAX WITH OATS, WHEAT, RYE AND BARLEY INSTANT HOT CEREAL, MULTIGRAIN WITH FLAX"
741416,branded_food,"BLUEBERRY FLAVORED FRUIT & GRAIN CEREAL BARS, BLUEBERRY"
741468,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
741788,branded_food,"PUMPKIN SPICE MULTIGRAIN CEREAL, PUMPKIN SPICE"
742334,branded_food,"FIBER ACTIVE, TOASTED CORN & WHEAT CEREAL, TOASTED CORN & WHEAT"
742338,branded_food,"CRUNCHY TOASTED CORN CEREAL, TOASTED CORN"
742826,branded_food,"CRUNCHY CASHEWS WILD BLUEBERRIES GOLDEN TURMERIC COCONUT-BASED CEREAL GOLDEN HOUR MIX, CRUNCHY CASHEWS WILD BLUEBERRIES GOLDEN TURMERIC"
743612,branded_food,"TASTEEOS, MULTI-GRAIN LIGHTLY SWEETENED CORN, OAT, BARLEY, WHEAT AND RICE CEREAL, MULTI-GRAIN"
743634,branded_food,"STRAWBERRY FROSTED SHREDDED WHEAT BITE SIZE SWEETENED WHOLE GRAIN CEREAL, STRAWBERRY FROSTED SHREDDED WHEAT"
743700,branded_food,"MARSHMALLOW DREAMS FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS, MARSHMALLOW DREAMS"
743722,branded_food,"SWEETENED MULTI-GRAIN CEREAL, SWEETENED"
743754,branded_food,"APPLE CINNAMON FRUIT & GRAIN CEREAL BARS, APPLE CINNAMON"
743962,branded_food,"FRUITY HOOPS CEREAL IN PINK CONFECTION SWEETS, FRUITY HOOPS"
744216,branded_food,CEREAL SWEETS FRUITY CRISPED RICE IN WHITE CONFECTION
744270,branded_food,"PECAN CEREAL YOGURT SMOOTHIE WITH PROBIOTICS, PECAN CEREAL"
744804,branded_food,"CINNAMON ALMOND CAULI HOT CEREAL, CINNAMON ALMOND"
744820,branded_food,"CINNAMON CEREAL IN MILK CHOCOLATE CEREAL SWEETS, CINNAMON"
744842,branded_food,SWEETENED CORN & OAT CEREAL
745000,branded_food,"FROSTED FLAKES SWEETENED CORN CEREAL, FROSTED FLAKES"
745018,branded_food,"APPLE WOWS SWEETENED MULTI-GRAIN CEREAL & CINNAMON, APPLE WOWS"
745784,branded_food,"HONEY PUFFED WHEAT SWEETENED WHEAT CEREAL WITH REAL HONEY, HONEY PUFFED WHEAT"
745836,branded_food,"CORN FLAKES LIGHTLY TOASTED CORN CEREAL, CORN FLAKES"
745844,branded_food,"ORIGINAL MULTIGRAIN CEREAL, ORIGINAL"
746016,branded_food,"SWEETENED MULTI-GRAIN CEREAL WITH REAL APPLES & CINNAMON HOOTS, APPLES & CINNAMON"
746042,branded_food,"SWEETENED MULTI-GRAIN CEREAL FRUITY HOOTS, SWEETENED"
750928,branded_food,Kellogg's Froot Loops Cereal .75oz
750930,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain 2oz
750942,branded_food,Kellogg's Cinnabon Cereal 9oz
750948,branded_food,Kellogg's Cereal Breakfast Bar Chocolate 1.34oz
750960,branded_food,BEAR NAKED CEREAL SEA SALTED CARAMEL APPLE 12OZ
751056,branded_food,Kellogg's Frosted Flakes Cereal 1oz
751058,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain Cinnamon 2oz
751060,branded_food,Kellogg's Froot Loops Cereal Reduced Sugar 1oz
751078,branded_food,Kellogg's Licensed Brands Cereal Frozen Movie 1oz
751084,branded_food,Kellogg's All Bran Cereal Complete Wheat Flakes 1.13oz
751086,branded_food,Kellogg's Corn Pops Cereal .95oz
751088,branded_food,Kellogg's All Bran Cereal Original 1.76oz
751090,branded_food,Kellogg's Froot Loops Cereal .95oz
751104,branded_food,Kellogg's Frosted Flakes Cereal 15oz
751134,branded_food,BEAR NAKED CEREAL ORIGINAL CINNAMON PROTEIN 30OZ
751136,branded_food,Bear Naked Cereal Original Cinnamon 11.2oz
751138,branded_food,BEAR NAKED CEREAL SEA SALTED CARAMEL APPLE 1.2OZ
751322,branded_food,Kellogg's Corn Pops Cereal .75oz
751324,branded_food,Kellogg's All Bran Cereal Buds 17.7oz
751326,branded_food,Kellogg's Apple Jacks Cereal .63oz
751330,branded_food,Kellogg's Crispix Cereal .75oz
751334,branded_food,Kellogg's Frosted Flakes Cereal Chocolate Multi Grain 1oz
751340,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain 1oz
751342,branded_food,Kellogg's Apple Jacks Cereal Reduced Sugar 1oz
751386,branded_food,Kellogg's Frosted Flakes Cereal 1.2oz
751436,branded_food,Kellogg's Frosted Flakes Cereal Reduced Sugar 1oz
751492,branded_food,Bear Naked Cereal All Natural Granola Banana Nut 12oz
751494,branded_food,Bear Naked Cereal All Natural Granola Fruit & Nut 12oz
751496,branded_food,BEAR NAKED CEREAL HONEY ALMOND PROTEIN 30OZ
751506,branded_food,Bear Naked Cereal Cinnamon And Sunflower Butter Soft Baked 11oz
751508,branded_food,Bear Naked Cereal Cacao And Cashew Butter Soft Baked 11oz
751510,branded_food,BEAR NAKED CEREAL PEPITA HEMP SUNFLOWER BUTTER 10.5OZ
751512,branded_food,Bear Naked Cereal All Natural Fit Vanilla Almond 19oz
751514,branded_food,BEAR NAKED CEREAL CINNAMON SUNFLOWER 1.2OZ
751516,branded_food,Bear Naked Cereal Maple Pecan 12oz
751556,branded_food,Kashi Organic Cereal Cocoa Coconut With Kamut Khorasan Wheat Granola 11oz
751568,branded_food,KASHI ORGANIC CEREAL CHERRY CINNAMON & CARDAMOM 2.12OZ
751570,branded_food,KASHI ORGANIC CEREAL PEPITA & SUNFLOWER 2.12OZ
751572,branded_food,KASHI ORGANIC CEREAL CINNAMON HARVEST 22.6OZ
751574,branded_food,Kashi Organic Cereal Cinnamon Harvest 52oz
751580,branded_food,Kashi Golean Cereal Vanilla 10.8oz
751588,branded_food,KASHI GOLEAN CEREAL VANILLA 1.75OZ
751590,branded_food,Kashi Heart To Heart Cereal Cinnamon 34oz
751646,branded_food,Kashi Cereal Bars Blackberry 1.2oz
751650,branded_food,Kashi Golean Cereal Original 1.6oz
751652,branded_food,Kashi Golean Cereal Crunch 2.3oz
751654,branded_food,Kashi Golean Cereal Crunch 50oz 4ct
751666,branded_food,Kashi Whole Health Ready To Eat Cereal 7 Whole Grain Flakes 12.6oz
751668,branded_food,Kashi Whole Health Ready To Eat Cereal Puffed 6.5oz
751670,branded_food,Kashi Organic Cereal Promise Cinnamon Harvest 16.3oz
751672,branded_food,Kashi Whole Health Ready To Eat Cereal Simply Maize 10.5oz
751674,branded_food,Kashi Whole Health Ready To Eat Cereal Indigo Morning 10.3oz
751676,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 12oz
751678,branded_food,Kashi Golean Cereal Cinnamon 14oz
751680,branded_food,Kashi Heart To Heart Cereal Cinnamon 12oz
751682,branded_food,Kashi Golean Cereal Crunch 21.3oz
751688,branded_food,KASHI GOLEAN CEREAL VANILLA GRAHAM 13.2OZ
751910,branded_food,Kellogg's Rice Krispies Cereal .62oz
751912,branded_food,Kellogg's Raisin Bran Cereal 56oz 4ct
751914,branded_food,Kellogg's Special K Cereal Red Berries 2.5oz
751916,branded_food,Kellogg's All Bran Cereal Complete Wheat Flakes .88oz
751918,branded_food,Kellogg's Raisin Bran Cereal 1.25oz
751920,branded_food,Kellogg's Special K Cereal Bars Red Berries .81oz
751922,branded_food,Kellogg's Cocoa Krispies Cereal 1.1oz
751924,branded_food,Kellogg's Special K Cereal 12oz
751926,branded_food,Kellogg's Special K Cereal 18oz
751928,branded_food,Kellogg's Special K Cereal 32oz 4ct
751932,branded_food,Kellogg's Cracklin Oat Bran Cereal 17oz
751934,branded_food,Kellogg's Muslix Cereal 15.3oz
751940,branded_food,Kellogg's Cocoa Krispies Cereal 2.3oz
751966,branded_food,KELLOGG SPECIAL K CEREAL GLUTEN FREE 11OZ
751970,branded_food,Kellogg's Raisin Bran Cereal Crunch 2.8oz
751972,branded_food,Kellogg's Low Fat Granola Cereal Crunchy 2oz
751980,branded_food,Kellogg's Raisin Bran Cereal Cranberry 13.5oz
751982,branded_food,KELLOGG SPECIAL K CEREAL BARS BLUEBERRY .88OZ
751984,branded_food,Kellogg's Special K Cereal Bars Red Berries .88oz
751998,branded_food,KELLOGG SPECIAL K HOT CEREAL CINNAMON RAISIN 1.83OZ
752000,branded_food,KELLOGG ORIGINS CEREAL FRUIT & SEED MUESLI RAISIN APRICOT CRANBERRY WITH PUMPKIN SEEDS 14.1OZ
752002,branded_food,KELLOGG ORIGINS CEREAL FRUIT & NUT MUESLI APRICOT CASHEW RAISIN COCONUT 14.1OZ
752004,branded_food,KELLOGG ORIGINS CEREAL CRANBERRY WALNUT 12.9OZ
752008,branded_food,Kellogg's Special K Cereal Coconut Almond 14oz
752010,branded_food,Kellogg's Low Fat Granola Cereal With Raisins 50oz 4ct
752012,branded_food,Kellogg's Special K Cereal Cinnamon Brown Sugar Crunch 1.9oz
752014,branded_food,Kellogg's Nutri-Grain Cereal Bars Pumpkin Spice 1.3oz
752028,branded_food,Kellogg's Special K Cereal Protein Plus 19oz
752030,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 18.8OZ
752034,branded_food,Kellogg's Raisin Bran Cereal 30.3oz
752038,branded_food,Kellogg's Special K Cereal Bars Coconut .88oz
752040,branded_food,Kellogg's Special K Cereal Coconut Almond 38.2oz
752050,branded_food,KELLOGG KRAVE CEREAL 14.1OZ
752052,branded_food,KELLOGG KRAVE CEREAL 3.1OZ
752062,branded_food,Kellogg's Nutri-Grain Cereal Bars Pumpkin Spice 41.6oz
752064,branded_food,Kellogg's Rice Krispies Cereal .88oz
752066,branded_food,Kellogg's Raisin Bran Cereal 1.52oz
752074,branded_food,Kellogg's Cocoa Krispies Cereal 2.3oz
752082,branded_food,Kellogg's Special K Cereal Bars Chocolatey Pretzel .77oz
752090,branded_food,Kellogg's Low Fat Granola Cereal Crunchy 50oz 4ct
752106,branded_food,Kellogg's Krave Cereal Chocolate 11.4oz
752108,branded_food,Kellogg's Krave Cereal Double Chocolate 11oz
752110,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 12.4OZ
752116,branded_food,Kellogg's Raisin Bran Cereal 23.5oz
752118,branded_food,Kellogg's Raisin Bran Cereal 18.7oz
752120,branded_food,Kellogg's Raisin Bran Cereal 13.7oz
752122,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry 1.55oz
752126,branded_food,Kellogg's Nutri-Grain Cereal Bars Apple Cinnamon 1.55oz
752128,branded_food,Kellogg's Special K Cereal Bars Chocolate .88oz
752130,branded_food,Kellogg's Special K Cereal 1.25oz
752134,branded_food,Kellogg's Krave Cereal Milk Chocolate 1.87oz
752138,branded_food,Kellogg's Krave Cereal Chocolate 35oz 4ct
752152,branded_food,Kellogg's Special K Cereal Low Carb Protein Plus 12.5oz
752154,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 16.3OZ
752158,branded_food,KELLOGG SPECIAL K HOT CEREAL CRANBERRY ALMOND 3.66OZ
752160,branded_food,KELLOGG SPECIAL K CEREAL BARS CHOCOLATE CARAMEL .88OZ
752162,branded_food,KELLOGG SPECIAL K HOT CEREAL MAPLE BROWN SUGAR 3.66OZ
752164,branded_food,KELLOGG SPECIAL K HOT CEREAL CINNAMON RAISIN PECAN 3.66OZ
752184,branded_food,Kellogg's Raisin Bran Cereal Omega 3 14.3oz
752192,branded_food,Kellogg's Krave Cereal Chocolate 19.9oz
752280,branded_food,Kashi Whole Health Ready To Eat Cereal Whole Grain Nuggets 20oz
752292,branded_food,Kashi Organic Cereal Cranberry Spelt And Flax Granola 11oz
752294,branded_food,KASHI ORGANIC CEREAL ORGANIC PROMISE SPROUTED GRAINS 28.8OZ
752296,branded_food,Kashi Organic Cereal Promise Sprouted Grain 9.5oz
752298,branded_food,Kashi Organic Cereal Sweet Potato Sunshine 10.5oz
752302,branded_food,KASHI ORGANIC CEREAL CACAO NIB ALMOND & COCONUT 2.12OZ
752304,branded_food,Kashi Organic Cereal Toasted Oat 34oz
752306,branded_food,KASHI ORGANIC CEREAL SWEET POTATO SUNSHINE 31OZ
752324,branded_food,Kashi Cereal Bars Strawberry 1.2oz
752328,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 1.4oz
752332,branded_food,Kashi Heart To Heart Cereal Blueberry 13.4oz
752336,branded_food,KASHI HEART TO HEART CEREAL HONEY TOASTED OAT 1OZ
752338,branded_food,Kashi Golean Cereal 13.1oz
752340,branded_food,Kashi Organic Cereal Berry Fruitful 15.6oz
752342,branded_food,Kashi Golean Cereal Original 21oz
752448,branded_food,Kellogg's Special K Cereal .62oz
752454,branded_food,Kellogg's Special K Cereal Cinnamon Brown Sugar Crunch 10.8oz
752456,branded_food,KELLOGG SPECIAL K CEREAL CINNAMON BROWN SUGAR CRUNCH 32.4OZ
752458,branded_food,KELLOGG SPECIAL K HOT CEREAL HONEY NUT 3.66OZ
752472,branded_food,Kellogg's Special K Cereal Bars Salted Caramel Chocolate .88oz
752476,branded_food,Kellogg's Special K Cereal Bars Salted Pretzel Chocolate .88oz
752482,branded_food,Kellogg's Krave Cereal Smores 1oz
752492,branded_food,KELLOGG SPECIAL K CEREAL LOW FAT CRANBERRY 10.6OZ
752494,branded_food,KELLOGG SPECIAL K HOT CEREAL HONEY NUT CRUNCH 1.83OZ
752496,branded_food,KELLOGG SPECIAL K CEREAL CINNAMON BROWN SUGAR CRUNCH 33.6OZ
752500,branded_food,Kellogg's Special K Cereal Raspberry Almond 14oz
752502,branded_food,KELLOGG SPECIAL K CEREAL LOW FAT GRANOLA WITH CRANBERRIES 2.3OZ
752508,branded_food,Kellogg's Special K Cereal Raspberry Almond 38.2oz
752518,branded_food,Kellogg's Special K Cereal Chocolate Delight 18.5oz
752520,branded_food,Kellogg's Special K Cereal Cinnamon Pecan 18.4oz
752530,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 48oz 4ct
752532,branded_food,Kellogg's Special K Cereal .81oz
752534,branded_food,Kellogg's Low Fat Granola Cereal With Raisins 2.22oz
752540,branded_food,Kellogg's Cereal Breakfast Bar Chewy Berry 1.27oz
752546,branded_food,Kellogg's Raisin Bran Cereal Crunch 24.8oz
752558,branded_food,KELLOGG SPECIAL K CEREAL BARS BERRY STREUSEL .88OZ
752574,branded_food,Kellogg's Special K Cereal Chocolate Delight 13.1oz
752576,branded_food,Kellogg's Special K Cereal Cinnamon Pecan 12.1oz
752586,branded_food,Kellogg's Rice Krispies Cereal 1.3oz
752588,branded_food,Kellogg's Raisin Bran Cereal Crunch 18.2oz
752628,branded_food,Kellogg's Krave Cereal Smores 11oz
752658,branded_food,Kashi Organic Cereal Promise Autumn Wheat 16.3oz
752770,branded_food,Kellogg's Corn Pops Cereal 1.5oz
752772,branded_food,Kellogg's Froot Loops Cereal In A Cup 1.5oz
752778,branded_food,Kellogg's Special K Cereal Low Fat Granola 2.5oz
752792,branded_food,Kellogg's Special K Cereal Low Fat Granola 11.3oz
752806,branded_food,Kellogg's Apple Jacks Cereal In A Cup 1.5oz
752808,branded_food,Kellogg's Frosted Flakes Cereal In A Cup 2.1oz
752830,branded_food,Kashi Golean Cereal Crunch 13.8oz
752832,branded_food,Kashi Organic Cereal Promise Island Vanilla 16.3oz
752834,branded_food,Kashi Organic Cereal Strawberry Fields 10.3oz
752898,branded_food,Kellogg's Special K Cereal Bars Dark Chocolate Pomegranate .88oz
752916,branded_food,Kellogg's Nutri-Grain Cereal Bars Blueberry 1.55oz
752922,branded_food,Kellogg's Rice Krispies Cereal Brown Rice Whole Grain 1oz
752924,branded_food,Kellogg's Froot Loops Cereal Reduced Sugar 1oz
752926,branded_food,Kellogg's Apple Jacks Cereal Reduced Sugar 1oz
752928,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain Cinnamon 1oz
752930,branded_food,KELLOGG SPECIAL K HOT CEREAL MAPLE BROWN SUGAR 1.83OZ
752932,branded_food,KELLOGG SPECIAL K HOT CEREAL CRANBERRY ALMOND 1.83OZ
752968,branded_food,Bear Naked Cereal All Natural Fit Triple Berry 12oz
752970,branded_food,Bear Naked Cereal All Natural Fit Vanilla Almond 12oz
752972,branded_food,Bear Naked Cereal Honey Almond Protein 11.2oz
752982,branded_food,BEAR NAKED CEREAL CACAO CASHEW 1.2OZ
752988,branded_food,Bear Naked Cereal Chocolate Granola 12oz
752990,branded_food,Bear Naked Cereal All Natural Granola Fruit & Nut 48oz
753022,branded_food,KELLOGG SPECIAL K CEREAL BARS BLUEBERRY 5.28OZ
753024,branded_food,Kellogg's Special K Cereal Bars Blueberry Fruit Crisp .88oz
753040,branded_food,Kellogg's Special K Cereal Bars Cranberry Almond 1.16oz
753056,branded_food,Kellogg's Nutri-Grain Cereal Bars Cinnamon 1.4oz
753058,branded_food,Kellogg's Nutri-Grain Cereal Bars Lemon 1.4oz
753062,branded_food,Kellogg's All Bran Cereal Original 18.3oz
753064,branded_food,KASHI GOLEAN CEREAL TOASTED BERRY CRUMBLE 40OZ
753066,branded_food,Kashi Golean Cereal Crunch Honey Almond Flax 14oz
753068,branded_food,Kashi Golean Cereal Crisp Toasted Berry 14oz
753084,branded_food,Kellogg's Apple Jacks Cereal .95oz
753086,branded_food,Kellogg's Cereal Breakfast Bar Apple Cinnamon 1.27oz
753094,branded_food,KELLOGG SPECIAL K CEREAL BARS RED VELVET 5.28OZ
753130,branded_food,Bear Naked Cereal Chocolate Almond 13oz
753132,branded_food,Kashi Golean Cereal Chocolate Coconut 12.2oz
753134,branded_food,Bear Naked Cereal Toasted Coconut Almond 12oz
753136,branded_food,Bear Naked Cereal Toasted Coconut 13oz
753138,branded_food,Kashi Bear Naked Cereal Honey Nut 13oz
753140,branded_food,Keebler Cereal Chips Deluxe Rainbow 11.2oz
753146,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Strawberry 21oz
753152,branded_food,Kellogg's Special K Cereal Bars Chocolate Peanut 1.23oz
753154,branded_food,KELLOGG SPECIAL K CEREAL BARS CHOCOLATE 7.38OZ
753196,branded_food,Kellogg's Special K Cereal Bars Red Velvet .88oz
753208,branded_food,Kellogg's Special K Cereal Bars Caramel Pretzel Cashew 1.23oz
